formattedDay,total_volume_usd,daily_users,numberOfNewUsers,daily_trades
05/01/2024,2.7838358313639544e+07,22395,1534,365138
04/01/2024,3.1169092861635882e+07,23561,1721,364880
03/01/2024,2.9603944019150462e+07,23283,1588,350062
02/01/2024,3.294086453258741e+07,25996,2218,419048
01/01/2024,2.7683163660981685e+07,23585,1700,392512
31/12/2023,3.2637603043041896e+07,25026,2187,435007
30/12/2023,3.9050387573810905e+07,26490,2477,465640
29/12/2023,3.492660650296757e+07,26049,2421,449987
28/12/2023,3.394520116064259e+07,26837,2394,449275
27/12/2023,6.256095439695188e+07,33496,4430,645602
26/12/2023,7.24632663855424e+07,35699,5957,680447
25/12/2023,7.379685069120455e+07,33583,6016,628908
24/12/2023,5.9554554644093364e+07,30439,5233,538081
23/12/2023,6.249633405766178e+07,30619,6297,549459
22/12/2023,5.973322547907389e+07,28897,6446,529687
21/12/2023,5.25525307481033e+07,24987,5653,479550
20/12/2023,3.7073834134200126e+07,21357,4839,391423
19/12/2023,2.8928228647613477e+07,18353,4537,326540
18/12/2023,1.9395047985733155e+07,14878,3489,266043
17/12/2023,1.4105435930994283e+07,12778,2806,223751
16/12/2023,1.4173873820298988e+07,12122,3282,200569
15/12/2023,1.0731462940172486e+07,10403,2970,150090
14/12/2023,6.547355616327238e+06,7510,1708,114209
13/12/2023,3.6212934888538998e+06,5917,1435,73777
12/12/2023,3.35813884612002e+06,5183,829,75251
11/12/2023,3.7993038842856428e+06,5355,950,74338
10/12/2023,3.271208213268859e+06,4594,660,65966
09/12/2023,3.8463382028154596e+06,4650,701,66355
08/12/2023,3.3962083671102594e+06,4424,607,59338
07/12/2023,2.3768338520984286e+06,3833,404,49270
06/12/2023,2.692227910957823e+06,3859,473,56664
05/12/2023,2.0612379898146885e+06,3771,469,51327
04/12/2023,1.5935872095222417e+06,3541,367,39253
03/12/2023,1.3241592814579085e+06,3132,311,34474
02/12/2023,1.423270244885007e+06,3061,285,33548
01/12/2023,1.7332527259002498e+06,3392,328,41610
30/11/2023,1.8616951121208235e+06,3631,378,42842
29/11/2023,2.2449998197495746e+06,3840,491,53572
28/11/2023,3.0585460304399426e+06,4096,643,65452
27/11/2023,3.0343936171146473e+06,4365,830,70610
26/11/2023,3.6692542151465085e+06,4484,1176,70899
25/11/2023,2.694844154771756e+06,3372,777,53946
24/11/2023,1.750515843740723e+06,2679,457,34069
23/11/2023,1.356148526915296e+06,2590,483,26744
22/11/2023,1.3742783982039106e+06,2672,750,33681
21/11/2023,1.27831972931172e+06,2488,1025,28649
20/11/2023,1.2957257928233559e+06,1851,1193,26281
19/11/2023,250520.3007391544,602,222,6420
18/11/2023,198941.80108579557,451,190,5757
17/11/2023,103808.33294026724,329,226,3503
16/11/2023,17727.418038411077,112,75,512
15/11/2023,27905.007834867727,39,5,155
14/11/2023,2338.915399342338,36,5,89
13/11/2023,14488.524906739556,93,41,487
12/11/2023,22493.375591433545,88,67,391
11/11/2023,30281.356117559597,26,8,261
10/11/2023,2831.0167194497294,13,4,50
09/11/2023,2424.8685836333066,11,1,49
08/11/2023,121.694458135006,3,1,8
07/11/2023,240.65904366383,7,1,22
06/11/2023,58.636451455780005,4,1,6
05/11/2023,295.11285030353196,7,0,12
04/11/2023,2400.783234912064,9,0,49
03/11/2023,2981.245013815312,14,7,89
02/11/2023,3321.8941211057504,15,7,87
01/11/2023,3328.090827757019,18,5,94
31/10/2023,771.0131967781668,4,1,42
30/10/2023,1616.5870746352568,5,1,43
29/10/2023,440.57197713040085,5,0,18
28/10/2023,951.7896228068529,8,1,14
27/10/2023,266.439090739564,3,0,6
26/10/2023,2.926924808901,1,0,1
25/10/2023,1107.7542185108996,3,2,8
24/10/2023,18.57462362342,2,1,2
23/10/2023,1410.689183812772,5,2,9
22/10/2023,404.88337393440895,4,0,7
21/10/2023,529.1232344440509,4,0,7
20/10/2023,782.4305713566854,2,0,7
18/10/2023,100.524977608922,2,0,4
17/10/2023,129.03401833148,1,0,1
16/10/2023,145.21333633464798,2,0,2
15/10/2023,396.38163953260005,3,0,7
14/10/2023,13.603532401253,2,1,7
13/10/2023,103.54514939193069,4,0,13
12/10/2023,269.5618065268292,7,2,21
11/10/2023,1286.2142976218693,10,1,21
10/10/2023,749.7345717812791,10,0,26
09/10/2023,1944.732510980565,11,4,59
08/10/2023,4463.387289073515,5,0,48
07/10/2023,4207.362291671534,9,2,95
06/10/2023,2823.349450270041,10,1,61
05/10/2023,94.65170077406701,3,1,5
04/10/2023,273.70179530965106,5,0,22
03/10/2023,5762.160903550283,12,3,37
02/10/2023,4590.153794867774,16,6,85
01/10/2023,5721.925566068284,12,0,54
30/09/2023,4517.577766745269,10,2,42
29/09/2023,7591.268863248694,21,11,90
28/09/2023,6311.865467779433,3,0,9
25/09/2023,662.837937278564,2,0,2
23/09/2023,842.114623812696,2,0,2
22/09/2023,799.3503595974869,4,1,28
21/09/2023,1337.3846520652546,6,1,17
20/09/2023,4012.475409108908,12,10,31
19/09/2023,1396.122638728255,1,0,1
18/09/2023,3495.4063284347267,2,0,7
16/09/2023,292.98279869899994,1,1,11
15/09/2023,5.456076888028,1,0,2
14/09/2023,13.834852335508002,1,1,1
13/09/2023,2.391359535144,2,0,2
11/09/2023,5196.498487692304,1,0,5
08/09/2023,1875.0891572315481,2,0,2
07/09/2023,25.356176474556,1,0,2
06/09/2023,36.782868309760005,1,0,2
05/09/2023,38.512487343392,1,1,1
04/09/2023,328.63248567715,3,1,8
03/09/2023,1748.730447868941,4,1,7
01/09/2023,72.810057422384,2,0,2
31/08/2023,283.356323652459,3,0,8
30/08/2023,600.434399228245,3,0,6
29/08/2023,635.9196801388371,5,0,6
28/08/2023,1190.1005831687921,5,1,25
27/08/2023,1712.0483080839342,6,2,40
26/08/2023,1169.9639420207218,2,1,20
25/08/2023,1767.9831143821157,8,0,36
24/08/2023,3180.82883724868,12,3,83
23/08/2023,2086.3591372399037,13,6,80
22/08/2023,429.79717319415386,7,3,21
21/08/2023,429.43264744295595,6,2,17
20/08/2023,830.6602750801959,7,4,27
19/08/2023,905.31805619165,2,0,33
18/08/2023,738.7092211447801,13,10,67
17/08/2023,492.2827142012006,14,14,50
